text,intent,emotion,text_length
at home everyone seems busy without me because it keeps happening,loneliness,lonely,65
at home i feel grateful today and i want to feel better,gratitude,happy,55
sometimes i feel down for no reason,sadness,down,35
recently i feel burned out and i want to feel better,stress,frustrated,52
recently are you there and i feel stuck,greeting,happy,39
recently i feel sad today because it keeps happening,sadness,down,52
recently i cannot believe in myself and it is affecting me,self_esteem,insecure,58
honestly i feel worthless sometimes lately,self_esteem,insecure,42
sometimes i doubt myself,self_esteem,insecure,24
at night i need a small step to begin and i feel stuck,motivation,tired,54
exam pressure is overwhelming but i do not know what to do,academic_pressure,overwhelmed,58
sometimes i cannot sleep please help me,sleep,tired,39
recently my heart is racing and i need help,anxiety,worried,43
i want to feel better and it is affecting me,motivation,hopeful,44
in class i keep imagining the worst today,anxiety,worried,41
at home i feel aggressive right now please help me,anger,upset,50
recently i keep comparing myself to others right now,self_esteem,insecure,52
at home my relationship is stressful and it is affecting me,relationship,sad,59
sometimes i am happy today,positive,determined,26
in class hi right now,greeting,content,21
at home i doubt myself because it keeps happening,self_esteem,insecure,49
i finally made progress please help me,positive,happy,38
sometimes i feel calm today lately,positive,happy,34
in class i need company,loneliness,down,23
honestly i have too many responsibilities and i want to feel better,stress,stressed,67
at night i am getting mad and it is affecting me,anger,angry,48
recently i feel panic building up and i feel stuck,anxiety,anxious,50
i have too many responsibilities and i feel stuck,stress,frustrated,49
in class i had a fight with someone close but i do not know what to do,relationship,upset,70
sometimes i feel like i am not good enough and i want to feel better,self_esteem,insecure,68
honestly i cannot relax at bedtime these days,sleep,stressed,45
recently i feel sad today please help me,sadness,down,40
at home exam pressure is overwhelming and i feel stuck,academic_pressure,worried,54
honestly hey can you listen to me lately,greeting,neutral,40
sometimes my thoughts are moving too fast and i feel stuck,anxiety,anxious,58
sometimes i have too many responsibilities and it is affecting me,stress,tired,65
at home i am excited about tomorrow and i need help,positive,determined,51
sometimes i feel panic building up today,anxiety,anxious,40
at home i am confused about my relationship today,relationship,sad,49
honestly i feel like i am not good enough right now,self_esteem,insecure,51
i feel empty inside but i do not know what to do,sadness,sad,48
honestly my sleep is disturbed today,sleep,stressed,36
honestly exam pressure is overwhelming but i do not know what to do,academic_pressure,anxious,67
honestly i am getting mad,anger,frustrated,25
in class hello these days,greeting,happy,25
at home my relationship is stressful and i need help,relationship,confused,52
honestly i am tired of dealing with problems and it is affecting me,stress,stressed,67
in class i feel exhausted every morning and i want to feel better,sleep,anxious,65
at home someone close disappointed me today,relationship,upset,43
at night i feel worthless sometimes lately,self_esteem,confused,42
at night my sleep is disturbed because it keeps happening,sleep,stressed,57
at night my heart feels heavy and it is affecting me,sadness,down,52
honestly i am happy today and i need help,positive,content,41
at home i cannot stop overthinking and i feel stuck,anxiety,nervous,51
at home i feel rejected and it is affecting me,relationship,confused,46
sometimes i feel burned out because it keeps happening,stress,overwhelmed,54
recently i do not feel confident and i need help,self_esteem,hopeless,48
recently i cannot control my anger lately,anger,upset,41
recently hey there,greeting,neutral,18
recently i feel like i am not good enough and it is affecting me,self_esteem,sad,64
sometimes i cannot stop overthinking and i feel stuck,anxiety,overwhelmed,53
honestly i feel isolated please help me,loneliness,lonely,39
honestly i need better sleep and it is affecting me,sleep,stressed,51
in class i am getting mad and i feel stuck,anger,frustrated,42
at night i feel left out and i need help,loneliness,down,40
in class i keep imagining the worst and it is affecting me,anxiety,overwhelmed,58
sometimes i sleep too late because it keeps happening,sleep,stressed,53
sometimes hey there,greeting,neutral,19
i cannot focus on studying because it keeps happening,academic_pressure,overwhelmed,53
in class i want to feel better and i want to feel better,motivation,determined,56
honestly i am getting mad and i want to feel better,anger,frustrated,51
honestly i am angry upon you and i need help,anger,angry,44
at home i want to improve myself but i do not know what to do,motivation,neutral,61
at night i appreciate your help and it is affecting me,gratitude,grateful,54
honestly i had a good day and i feel stuck,positive,happy,42
at home i feel restless and tense right now,anxiety,anxious,43
my heart is racing because it keeps happening,anxiety,overwhelmed,45
at night thanks that helped me and i feel stuck,gratitude,happy,47
honestly they do not understand me these days,relationship,worried,45
sometimes how can i pass my exams,academic_pressure,anxious,33
at home i need a break and i feel stuck,stress,frustrated,39
honestly i cannot control my anger and it is affecting me,anger,angry,57
at night i keep overthinking at night lately,sleep,anxious,44
at home i am confused about my relationship,relationship,confused,43
work is overwhelming and i want to feel better,stress,tired,46
sometimes hello i want to chat and i want to feel better,greeting,happy,56
at home exam pressure is overwhelming because it keeps happening,academic_pressure,anxious,64
honestly i want to cry right now,sadness,depressed,32
