text,intent,emotion,text_length,processed_text,processed_length
sometimes hey there,greeting,neutral,19,sometimes hey,13
i cannot focus on studying because it keeps happening,academic_pressure,overwhelmed,53,focus studying keep happening,29
in class i want to feel better and i want to feel better,motivation,determined,56,class want feel better want feel better,39
honestly i am getting mad and i want to feel better,anger,frustrated,51,honestly getting mad want feel better,37
honestly i am angry upon you and i need help,anger,angry,44,honestly angry upon need help,29
at home i want to improve myself but i do not know what to do,motivation,neutral,61,home want improve know,22
at night i appreciate your help and it is affecting me,gratitude,grateful,54,night appreciate help affecting,31
honestly i had a good day and i feel stuck,positive,happy,42,honestly good day feel stuck,28
at home i feel restless and tense right now,anxiety,anxious,43,home feel restless tense right,30
my heart is racing because it keeps happening,anxiety,overwhelmed,45,heart racing keep happening,27
at night thanks that helped me and i feel stuck,gratitude,happy,47,night thanks helped feel stuck,30
honestly they do not understand me these days,relationship,worried,45,honestly understand day,23
sometimes how can i pass my exams,academic_pressure,anxious,33,sometimes pas exam,18
at home i need a break and i feel stuck,stress,frustrated,39,home need break feel stuck,26
honestly i cannot control my anger and it is affecting me,anger,angry,57,honestly control anger affecting,32
at night i keep overthinking at night lately,sleep,anxious,44,night keep overthinking night lately,36
at home i am confused about my relationship,relationship,confused,43,home confused relationship,26
work is overwhelming and i want to feel better,stress,tired,46,work overwhelming want feel better,34
sometimes hello i want to chat and i want to feel better,greeting,happy,56,sometimes hello want chat want feel better,42
at home exam pressure is overwhelming because it keeps happening,academic_pressure,anxious,64,home exam pressure overwhelming keep happening,46
honestly i want to cry right now,sadness,depressed,32,honestly want cry right,23
recently work is overwhelming today,stress,tired,35,recently work overwhelming today,32
honestly i am angry and i feel stuck,anger,frustrated,36,honestly angry feel stuck,25
recently i need company because it keeps happening,loneliness,lonely,50,recently need company keep happening,36
honestly i keep overthinking at night because it keeps happening,sleep,tired,64,honestly keep overthinking night keep happening,47
i cannot control my anger and i need help,anger,frustrated,41,control anger need help,23
sometimes they do not understand me because it keeps happening,relationship,upset,62,sometimes understand keep happening,35
at home i am angry upon you and i want to feel better,anger,frustrated,53,home angry upon want feel better,32
recently i am confused about my relationship and i feel stuck,relationship,upset,61,recently confused relationship feel stuck,41
at home someone made me furious and i need help,anger,upset,47,home someone made furious need help,35
at home work is overwhelming,stress,stressed,28,home work overwhelming,22
honestly hey there but i do not know what to do,greeting,happy,47,honestly hey know,17
at home i cannot believe in myself these days,self_esteem,confused,45,home believe day,16
in class how can i start again please help me,motivation,tired,45,class start please help,23
at night i feel restless and tense and it is affecting me,anxiety,overwhelmed,57,night feel restless tense affecting,35
in class i wake up tired today,sleep,tired,30,class wake tired today,22
sometimes i am excited about tomorrow because it keeps happening,positive,content,64,sometimes excited tomorrow keep happening,41
recently everything feels like too much and it is affecting me,stress,stressed,62,recently everything feel like much affecting,44
i do not know how to fix this relationship and i need help,relationship,sad,58,know fix relationship need help,31
in class i feel peaceful right now and i feel stuck,positive,happy,51,class feel peaceful right feel stuck,36
honestly i am happy today but i do not know what to do,positive,hopeful,54,honestly happy today know,25
in class i am angry at my friend,anger,frustrated,32,class angry friend,18
i cannot stop overthinking and it is affecting me,anxiety,anxious,49,stop overthinking affecting,27
honestly i am excited about tomorrow today,positive,determined,42,honestly excited tomorrow today,31
at night i am scared i will disappoint everyone and it is affecting me,self_esteem,insecure,70,night scared disappoint everyone affecting,42
honestly i feel worthless sometimes and it is affecting me,self_esteem,hopeless,58,honestly feel worthless sometimes affecting,43
recently i am stressed because of exams right now,academic_pressure,stressed,49,recently stressed exam right,28
at night i need company and i feel stuck,loneliness,sad,40,night need company feel stuck,29
in class hi and i need help,greeting,neutral,27,class hi need help,18
at night hey can you listen to me because it keeps happening,greeting,content,60,night hey listen keep happening,31
honestly thanks for being here and i feel stuck,gratitude,content,47,honestly thanks feel stuck,26
at night how can i start again,motivation,neutral,30,night start,11
i wake up tired today,sleep,stressed,21,wake tired today,16
at night i feel stressed,stress,stressed,24,night feel stressed,19
sometimes i appreciate my family because it keeps happening,gratitude,grateful,59,sometimes appreciate family keep happening,42
in class my assignments are too much,academic_pressure,stressed,36,class assignment much,21
at night i cannot sleep and i feel stuck,sleep,tired,40,night sleep feel stuck,22
i hate how i look and i need help,self_esteem,insecure,33,hate look need help,19
in class i feel lazy but want to change and i want to feel better,motivation,neutral,65,class feel lazy want change want feel better,44
