text,intent,emotion
recently i am worried something bad will happen but i do not know what to do,anxiety,overwhelmed
in class i am confused about my relationship,relationship,confused
recently i feel like shouting and i need help,anger,upset
recently i am confused about my relationship but i do not know what to do,relationship,confused
in class i appreciate your help right now,gratitude,grateful
in class i keep imagining the worst and it is affecting me,anxiety,nervous
honestly i want to improve myself and i need help,motivation,hopeful
at night i am stressed because of exams right now,academic_pressure,stressed
honestly i am confused about my relationship and i want to feel better,relationship,sad
at night i feel down for no reason because it keeps happening,sadness,depressed
sometimes i feel panic building up and i feel stuck,anxiety,nervous
in class my thoughts are moving too fast and i feel stuck,anxiety,overwhelmed
sometimes my heart feels heavy and i need help,sadness,sad
i feel peaceful right now and i need help,positive,content
at night how can i start again and i feel stuck,motivation,tired
at night i wake up tired,sleep,stressed
at night i feel more confident and it is affecting me,positive,determined
in class i feel burned out and i feel stuck,stress,overwhelmed
honestly everyone seems busy without me today,loneliness,sad
i am worried something bad will happen and i need help,anxiety,nervous
at home thanks for being here right now,gratitude,grateful
i feel hopeful,positive,determined
i miss having someone close and i want to feel better,loneliness,lonely
in class are you there and i feel stuck,greeting,neutral
at home they do not understand me and i feel stuck,relationship,upset
honestly i keep comparing myself to others,self_esteem,sad
recently i need someone to talk to,greeting,neutral
recently my relationship is stressful right now,relationship,confused
honestly i sleep too late please help me,sleep,stressed
recently i feel exhausted every morning and it is affecting me,sleep,anxious
in class i sleep too late,sleep,stressed
at home i need someone to talk to and i feel stuck,greeting,content
at home i feel grateful today please help me,gratitude,grateful
sometimes i am excited about tomorrow right now,positive,content
in class i cannot sleep today,sleep,tired
at night i feel depressed today and i want to feel better,sadness,depressed
at home i feel panic building up and it is affecting me,anxiety,overwhelmed
thank you i feel supported,gratitude,grateful
at home i am scared about the future but i do not know what to do,anxiety,anxious
at home i am angry at my friend and i want to feel better,anger,upset
honestly i am angry upon you and i feel stuck,anger,upset
in class i have no one to share this with and i feel stuck,loneliness,down
sometimes i feel like i am not good enough lately,self_esteem,hopeless
my mind stays awake these days,sleep,tired
sometimes i have too many responsibilities today,stress,frustrated
sometimes i have too many responsibilities today,stress,tired
in class i need a break today,stress,tired
in class someone close disappointed me and it is affecting me,relationship,confused
at home i feel worthless sometimes these days,self_esteem,insecure
at home everyone seems busy without me because it keeps happening,loneliness,lonely
at home i feel grateful today and i want to feel better,gratitude,happy
sometimes i feel down for no reason,sadness,down
recently i feel burned out and i want to feel better,stress,frustrated
recently are you there and i feel stuck,greeting,happy
recently i feel sad today because it keeps happening,sadness,down
recently i cannot believe in myself and it is affecting me,self_esteem,insecure
honestly i feel worthless sometimes lately,self_esteem,insecure
sometimes i doubt myself,self_esteem,insecure
at night i need a small step to begin and i feel stuck,motivation,tired
exam pressure is overwhelming but i do not know what to do,academic_pressure,overwhelmed
sometimes i cannot sleep please help me,sleep,tired
recently my heart is racing and i need help,anxiety,worried
i want to feel better and it is affecting me,motivation,hopeful
in class i keep imagining the worst today,anxiety,worried
at home i feel aggressive right now please help me,anger,upset
recently i keep comparing myself to others right now,self_esteem,insecure
at home my relationship is stressful and it is affecting me,relationship,sad
sometimes i am happy today,positive,determined
in class hi right now,greeting,content
